,abv,gravity,ibu,ibu_min,ibu_max,abv_min,abv_max,srm_min,srm_max,fg_min,fg_max,og_min
25613,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25614,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25615,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25616,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25617,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25618,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25619,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25620,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25621,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25622,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25623,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25624,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25625,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25626,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25627,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25628,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25629,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25630,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25631,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25632,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25633,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25634,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25635,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25636,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25637,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25638,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25639,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25640,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25641,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25642,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25643,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25644,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25645,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25646,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25647,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25648,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25649,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25650,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25651,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25652,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25653,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25654,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25655,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25656,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25657,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25658,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25659,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25660,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25661,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25662,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25663,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25664,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25665,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25666,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25667,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25668,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25669,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25670,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25671,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25672,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25673,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25674,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25675,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25676,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25677,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25678,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25679,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25680,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25681,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25682,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25683,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25684,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25685,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25686,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25687,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25688,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25689,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25690,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25691,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25692,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25693,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25694,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25695,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25696,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25697,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25698,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25699,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25700,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25701,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25702,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25703,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25704,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25705,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25706,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25707,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25708,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25709,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25710,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25711,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25712,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25713,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25714,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25715,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25716,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25717,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25718,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25719,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25720,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25721,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25722,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25723,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25724,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25725,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25726,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25727,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25728,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25729,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25730,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25731,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25732,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25733,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25734,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25735,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25736,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25737,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25738,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25739,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25740,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25741,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25742,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25743,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25744,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25745,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25746,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25747,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25748,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25749,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25750,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25751,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25752,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25753,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25754,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25755,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25756,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25757,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25758,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25759,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25760,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25761,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25762,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25763,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25764,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25765,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25766,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25767,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25768,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25769,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25770,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25771,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25772,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25773,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25774,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25775,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25776,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25777,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25778,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25779,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25780,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25781,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25782,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25783,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25784,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25785,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25786,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25787,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25788,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25789,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25790,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25791,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25792,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25793,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25794,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25795,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25796,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25797,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25798,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25799,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25800,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25801,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25802,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25803,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25804,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25805,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25806,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25807,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25808,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25809,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25810,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25811,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25812,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25813,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25814,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25815,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25816,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25817,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25818,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25819,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25820,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25821,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25822,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25823,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25824,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25825,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25826,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25827,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25828,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25829,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25830,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25831,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25832,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25833,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25834,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25835,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25836,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25837,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25838,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25839,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25840,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25841,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25842,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25843,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25844,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25845,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25846,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25847,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25848,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25849,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25850,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25851,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25852,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25853,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25854,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25855,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25856,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25857,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25858,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25859,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25860,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25861,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25862,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25863,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25864,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25865,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25866,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25867,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25868,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25869,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25870,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25871,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25872,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25873,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25874,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25875,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25876,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25877,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25878,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25879,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25880,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25881,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25882,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
25883,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25884,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
25885,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
